Centre_X,Centre_Y,Diameter_Max
-2.1679,141.4500,80.0386
144.0695,5.0480,96.0194
-15.9207,5.0978,79.1375
-143.9135,-2.6559,80.0857
11.5021,-10.4942,79.1279
2.3202,-139.0600,79.0707
