Centre_X,Centre_Y,LargestVoidPercent
-2.1679,141.4500,0.0000
144.0695,5.0480,0.0000
-15.9207,5.0978,0.0000
-143.9135,-2.6559,0.0000
11.5021,-10.4942,0.0000
2.3202,-139.0600,0.0000
