Centre_X,Centre_Y,Diameter_Min
-2.1679,141.4500,75.2451
144.0695,5.0480,73.2214
-15.9207,5.0978,76.0832
-143.9135,-2.6559,76.7451
11.5021,-10.4942,75.7900
2.3202,-139.0600,76.3457
