Centre_X,Centre_Y,Diameter_Avg
-2.1679,141.4500,77.4440
144.0695,5.0480,78.8430
-15.9207,5.0978,77.4330
-143.9135,-2.6559,78.3180
11.5021,-10.4942,77.2730
2.3202,-139.0600,77.4470
