Centre_X,Centre_Y,Roundness_Min
-2.1679,141.4500,96.1250
144.0695,5.0480,93.1698
-15.9207,5.0978,95.2067
-143.9135,-2.6559,95.7840
11.5021,-10.4942,96.0229
2.3202,-139.0600,95.7091
