Centre_X,Centre_Y,Diameter_Stdev
-2.1679,141.4500,1.1070
144.0695,5.0480,3.9470
-15.9207,5.0978,0.4980
-143.9135,-2.6559,0.6300
11.5021,-10.4942,0.5570
2.3202,-139.0600,0.5270
