Centre_X,Centre_Y,LargestVoidPercent
-6.3264,125.2235,0.0000
6.6024,12.2573,0.0000
-135.6765,-3.8749,0.0000
-6.3336,-3.8804,0.0000
135.9460,-3.8885,0.0000
6.5939,-132.9880,0.0000
