Centre_X,Centre_Y,Diameter_Stdev
-6.3264,125.2235,0.1440
6.6024,12.2573,0.1440
-135.6765,-3.8749,0.1290
-6.3336,-3.8804,0.1470
135.9460,-3.8885,0.1420
6.5939,-132.9880,0.1470
