Centre_X,Centre_Y,Diameter_Min
-6.3264,125.2235,25.1891
6.6024,12.2573,25.3654
-135.6765,-3.8749,25.0242
-6.3336,-3.8804,25.3151
135.9460,-3.8885,25.2206
6.5939,-132.9880,25.4281
