Centre_X,Centre_Y,Diameter_Max
-6.3264,125.2235,26.3080
6.6024,12.2573,26.4167
-135.6765,-3.8749,26.0954
-6.3336,-3.8804,26.3322
135.9460,-3.8885,26.1381
6.5939,-132.9880,26.2292
