BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
1003,1,-6.0554,-3.4699,-0.0007,-0.0004,2.3264,2.3264,9.8477,4.2506,0.9698
1844,1,-6.0926,-3.9090,0.0021,0.0000,1.2617,1.2617,5.3498,1.2502,0.2862
