Centre_X,Centre_Y,Diameter_Stdev
1.6680,144.6375,0.9960
143.3375,8.2258,5.9900
-12.0815,8.2865,0.4750
-144.6455,0.5160,0.8760
15.3420,-7.3063,0.4940
6.1774,-139.7630,0.5280
