Centre_X,Centre_Y,Diameter_Max
1.6680,144.6375,83.5330
143.3375,8.2258,99.2079
-12.0815,8.2865,82.4979
-144.6455,0.5160,81.8705
15.3420,-7.3063,82.2196
6.1774,-139.7630,83.2582
