Centre_X,Centre_Y,Roundness_Min
1.6680,144.6375,95.7906
143.3375,8.2258,95.0261
-12.0815,8.2865,95.6261
-144.6455,0.5160,94.4064
15.3420,-7.3063,95.2277
6.1774,-139.7630,93.7361
