Centre_X,Centre_Y,VoidNumberTotal
1.6680,144.6375,0.0000
143.3375,8.2258,0.0000
-12.0815,8.2865,0.0000
-144.6455,0.5160,0.0000
15.3420,-7.3063,0.0000
6.1774,-139.7630,0.0000
