Centre_X,Centre_Y,Diameter_Avg
-6.3284,125.2905,20.4880
6.5978,12.3247,20.5100
-135.6820,-3.8043,20.5700
-6.3389,-3.8127,20.5060
135.9410,-3.8239,20.5300
6.5854,-132.9205,20.5640
