Centre_X,Centre_Y,Roundness_Min
-6.3284,125.2905,85.3713
6.5978,12.3247,87.7670
-135.6820,-3.8043,87.0608
-6.3389,-3.8127,88.1139
135.9410,-3.8239,88.5021
6.5854,-132.9205,85.2517
