Centre_X,Centre_Y,Diameter_Max
-6.3284,125.2905,22.6144
6.5978,12.3247,22.6099
-135.6820,-3.8043,22.8831
-6.3389,-3.8127,22.5874
135.9410,-3.8239,22.5558
6.5854,-132.9205,22.6639
