Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3199,125.2775,8.7538
6.6042,12.3110,9.2286
-135.6755,-3.8132,8.0872
-6.3327,-3.8262,9.7293
135.9475,-3.8424,6.0656
6.5888,-132.9335,5.6042
