Centre_X,Centre_Y,LargestVoidPercent
-6.3199,125.2775,0.7663
6.6042,12.3110,0.8517
-135.6755,-3.8132,0.6540
-6.3327,-3.8262,0.9466
135.9475,-3.8424,0.3679
6.5888,-132.9335,0.3141
