Centre_X,Centre_Y,LargestVoidArea
-6.3199,125.2775,3.0005
6.6042,12.3110,3.0005
-135.6755,-3.8132,2.5004
-6.3327,-3.8262,3.5005
135.9475,-3.8424,1.2502
6.5888,-132.9335,1.2502
