Centre_X,Centre_Y,VoidNumberTotal
-6.3199,125.2775,1.0000
6.6042,12.3110,2.0000
-135.6755,-3.8132,1.0000
-6.3327,-3.8262,3.0000
135.9475,-3.8424,3.0000
6.5888,-132.9335,1.0000
