Centre_X,Centre_Y,Diameter_Stdev
-6.3199,125.2775,0.6640
6.6042,12.3110,0.6330
-135.6755,-3.8132,0.5880
-6.3327,-3.8262,0.6050
135.9475,-3.8424,0.6040
6.5888,-132.9335,0.6420
