Centre_X,Centre_Y,Diameter_Stdev
-6.3294,125.2755,0.8810
6.5977,12.3093,0.8840
-135.6805,-3.8193,0.9020
-6.3377,-3.8284,0.9340
135.9415,-3.8393,0.9020
6.5882,-132.9365,0.9260
