Centre_X,Centre_Y,VoidNumberTotal
-6.3294,125.2755,182.0000
6.5977,12.3093,198.0000
-135.6805,-3.8193,181.0000
-6.3377,-3.8284,330.0000
135.9415,-3.8393,188.0000
6.5882,-132.9365,182.0000
