Centre_X,Centre_Y,LargestVoidPercent
-6.3294,125.2755,5.5124
6.5977,12.3093,4.3109
-135.6805,-3.8193,3.8961
-6.3377,-3.8284,6.9273
135.9415,-3.8393,4.0977
6.5882,-132.9365,4.5487
