Centre_X,Centre_Y,Diameter_Avg
-6.3294,125.2755,21.5030
6.5977,12.3093,21.1020
-135.6805,-3.8193,21.1130
-6.3377,-3.8284,21.2110
135.9415,-3.8393,21.5110
6.5882,-132.9365,21.5840
