Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3294,125.2755,23.4784
6.5977,12.3093,20.7627
-135.6805,-3.8193,19.7386
-6.3377,-3.8284,26.3198
135.9415,-3.8393,20.2428
6.5882,-132.9365,21.3276
