Centre_X,Centre_Y,LargestVoidArea
-6.3294,125.2755,19.5030
6.5977,12.3093,16.5025
-135.6805,-3.8193,13.0020
-6.3377,-3.8284,25.2539
135.9415,-3.8393,13.0020
6.5882,-132.9365,16.0025
