Centre_X,Centre_Y,Diameter_Min
-6.3294,125.2755,18.7560
6.5977,12.3093,18.6197
-135.6805,-3.8193,18.4565
-6.3377,-3.8284,17.8872
135.9415,-3.8393,18.7899
6.5882,-132.9365,18.9418
