Centre_X,Centre_Y,Diameter_Min
-2.3159,142.5105,81.9617
143.9220,6.1075,81.9792
-16.0693,6.1588,82.3627
-144.0620,-1.5953,83.0209
11.3534,-9.4338,81.9967
2.1719,-137.9990,82.7963
