Centre_X,Centre_Y,Diameter_Avg
-2.3159,142.5105,83.9590
143.9220,6.1075,85.5380
-16.0693,6.1588,83.7440
-144.0620,-1.5953,84.9790
11.3534,-9.4338,83.5820
2.1719,-137.9990,84.0570
