Centre_X,Centre_Y,Diameter_Max
-2.3159,142.5105,86.7500
143.9220,6.1075,99.1691
-16.0693,6.1588,85.2006
-144.0620,-1.5953,86.8160
11.3534,-9.4338,84.7624
2.1719,-137.9990,85.2847
