Centre_X,Centre_Y,Diameter_Stdev
-2.3159,142.5105,0.9270
143.9220,6.1075,3.2520
-16.0693,6.1588,0.4430
-144.0620,-1.5953,0.7430
11.3534,-9.4338,0.4730
2.1719,-137.9990,0.3810
