Centre_X,Centre_Y,Roundness_Min
-2.3159,142.5105,96.0598
143.9220,6.1075,90.4877
-16.0693,6.1588,96.2662
-144.0620,-1.5953,96.3194
11.3534,-9.4338,96.9753
2.1719,-137.9990,96.1423
