Centre_X,Centre_Y,LargestVoidArea
-2.3159,142.5105,0.0000
143.9220,6.1075,0.0000
-16.0693,6.1588,0.0000
-144.0620,-1.5953,0.0000
11.3534,-9.4338,0.0000
2.1719,-137.9990,0.0000
