Test sample,DieID,ID,X position,Y position,Diameter (um),% Roundness,Area,% Overall Void,% Largest Void,Result
RF4,60,287,-7.4532,126.7020,22.4720,95.2333,396.6190,0.0000,0.0000,Pass
RF4,60,292,-5.4123,126.6600,23.0275,93.5072,416.4710,0.0000,0.0000,Pass
RF4,60,293,-6.9189,126.6550,22.2677,92.1747,389.4390,0.0000,0.0000,Pass
RF4,60,294,-6.8708,126.6560,22.5795,90.9544,400.4210,0.0000,0.0000,Pass
RF4,60,295,-6.6588,126.6560,22.9105,93.9028,412.2480,0.0000,0.0000,Pass
RF4,60,296,-6.6104,126.6560,22.9691,96.3070,414.3590,0.0000,0.0000,Pass
RF4,60,297,-5.7200,126.6600,23.0042,87.1002,415.6270,0.0000,0.0000,Pass
RF4,60,298,-5.6723,126.6600,22.8517,90.5559,410.1360,0.0000,0.0000,Pass
RF4,60,299,-5.4600,126.6600,22.6627,90.3159,403.3770,1.7800,1.7800,Pass
RF4,60,337,-7.2898,126.6420,22.0736,90.7923,382.6810,0.0000,0.0000,Pass
RF4,60,338,-7.0899,126.6430,21.8532,95.4014,375.0780,0.0000,0.0000,Pass
RF4,60,339,-6.0915,126.6460,23.0742,95.9736,418.1610,0.8100,0.8100,Pass
RF4,60,340,-5.8918,126.6460,22.3641,84.2842,392.8180,0.0000,0.0000,Pass
RF4,60,367,-7.2895,126.5650,22.5795,96.5654,400.4210,0.0000,0.0000,Pass
RF4,60,368,-7.0897,126.5650,22.4361,87.7213,395.3520,6.0900,6.0900,Pass
RF4,60,369,-6.0904,126.5690,22.9457,85.8814,413.5150,0.0000,0.0000,Pass
RF4,60,373,-5.8915,126.5690,22.5914,91.1589,400.8430,1.2600,1.2600,Pass
RF4,60,374,-5.2024,126.5640,22.8752,92.8164,410.9800,0.0000,0.0000,Pass
RF4,60,375,-5.1485,126.5650,23.2599,88.1159,424.9190,3.5800,3.5800,Pass
RF4,60,380,-6.4014,126.5610,23.9996,91.3067,452.3740,0.0000,0.0000,Pass
RF4,60,381,-6.3484,126.5610,23.8648,93.8457,447.3050,0.0000,0.0000,Pass
RF4,60,435,-7.4523,126.5310,22.5556,94.4831,399.5760,0.0000,0.0000,Pass
RF4,60,441,-7.2897,126.4960,22.1830,89.9417,386.4820,0.0000,0.0000,Pass
RF4,60,442,-6.0912,126.5010,22.3039,92.3338,390.7060,2.0500,2.0500,Pass
RF4,60,468,-7.2893,126.4190,22.0858,90.4215,383.1030,0.0000,0.0000,Pass
RF4,60,469,-6.0908,126.4230,22.6033,92.4429,401.2660,0.0000,0.0000,Pass
RF4,60,497,-7.4523,126.3760,22.1344,90.7180,384.7930,0.0000,0.0000,Pass
RF4,60,500,-6.4637,126.3750,22.0004,93.7025,380.1460,0.0000,0.0000,Pass
RF4,60,501,-6.4155,126.3750,23.4442,94.9647,431.6770,0.0000,0.0000,Pass
RF4,60,502,-6.3333,126.3760,23.3637,94.3933,428.7210,4.0400,4.0400,Pass
RF4,60,503,-6.2853,126.3760,22.6270,89.1408,402.1100,0.0000,0.0000,Pass
RF4,60,504,-5.2643,126.3790,21.6306,89.3453,367.4750,0.0000,0.0000,Pass
RF4,60,505,-5.2160,126.3790,23.4900,92.4934,433.3670,0.0000,0.0000,Pass
RF4,60,506,-5.1342,126.3790,23.2136,96.2617,423.2300,1.0000,1.0000,Pass
RF4,60,535,-7.2886,126.3470,22.4720,96.6651,396.6190,0.0000,0.0000,Pass
RF4,60,536,-7.0894,126.3480,21.7546,95.2752,371.6990,0.0000,0.0000,Pass
RF4,60,537,-6.0910,126.3510,22.5198,88.1609,398.3090,0.0000,0.0000,Pass
RF4,60,538,-5.8900,126.3510,21.9392,83.3354,378.0340,4.3600,4.3600,Pass
RF4,60,547,-6.9594,126.3280,22.3280,91.5815,391.5510,4.7500,4.7500,Pass
RF4,60,548,-6.5693,126.3290,22.4959,83.0585,397.4640,0.0000,0.0000,Pass
RF4,60,549,-5.7610,126.3320,23.0392,93.7989,416.8940,0.0000,0.0000,Pass
RF4,60,550,-5.3703,126.3330,22.6745,98.1599,403.8000,0.0000,0.0000,Pass
RF4,60,575,-6.2887,126.3010,22.6508,88.8628,402.9550,1.2600,1.2600,Pass
RF4,60,591,-7.2891,126.2690,22.5914,92.4681,400.8430,0.0000,0.0000,Pass
RF4,60,592,-7.0888,126.2690,21.2923,96.2455,356.0700,0.0000,0.0000,Pass
RF4,60,593,-6.0912,126.2730,22.4241,92.4954,394.9300,0.0000,0.0000,Pass
RF4,60,594,-5.8906,126.2730,21.5808,92.9626,365.7850,0.0000,0.0000,Pass
RF4,60,596,-5.6542,126.2680,22.7692,91.6997,407.1790,6.3300,6.3300,Pass
RF4,60,597,-5.6066,126.2680,23.2020,92.6232,422.8070,0.0000,0.0000,Pass
RF4,60,598,-5.5243,126.2680,22.1830,91.2187,386.4820,0.0000,0.0000,Pass
RF4,60,599,-5.4763,126.2680,21.7793,87.1697,372.5430,0.0000,0.0000,Pass
RF4,60,600,-6.8526,126.2640,21.5933,96.1322,366.2080,0.0000,0.0000,Pass
RF4,60,601,-6.8053,126.2640,22.1223,93.3166,384.3700,0.0000,0.0000,Pass
