Centre_X,Centre_Y,Diameter_Stdev
-6.3211,125.2445,0.2040
6.6045,12.2778,0.2140
-135.6740,-3.8505,0.1790
-6.3315,-3.8594,0.2110
135.9480,-3.8714,0.2160
6.5923,-132.9680,0.2170
