Centre_X,Centre_Y,Roundness_Min
-6.3211,125.2445,91.2839
6.6045,12.2778,91.0681
-135.6740,-3.8505,92.1657
-6.3315,-3.8594,91.9769
135.9480,-3.8714,92.8301
6.5923,-132.9680,89.3769
