Centre_X,Centre_Y,LargestVoidPercent
-6.3211,125.2445,0.0000
6.6045,12.2778,0.0000
-135.6740,-3.8505,0.0000
-6.3315,-3.8594,0.0000
135.9480,-3.8714,0.0000
6.5923,-132.9680,0.0000
