Centre_X,Centre_Y,Diameter_Avg
-6.3211,125.2445,24.7650
6.6045,12.2778,24.9290
-135.6740,-3.8505,24.7360
-6.3315,-3.8594,24.9080
135.9480,-3.8714,24.8140
6.5923,-132.9680,24.8990
