Centre_X,Centre_Y,Diameter_Max
-6.3211,125.2445,25.5218
6.6045,12.2778,25.6834
-135.6740,-3.8505,25.3403
-6.3315,-3.8594,25.6958
135.9480,-3.8714,25.5592
6.5923,-132.9680,25.6524
