Centre_X,Centre_Y,LargestVoidArea
-6.3240,125.2770,0.0000
6.6033,12.3112,0.0000
-135.6755,-3.8184,1.2502
-6.3326,-3.8271,0.0000
135.9475,-3.8386,0.0000
6.5929,-132.9340,0.0000
