Centre_X,Centre_Y,Roundness_Min
-6.3240,125.2770,65.3525
6.6033,12.3112,90.7883
-135.6755,-3.8184,71.7586
-6.3326,-3.8271,90.2764
135.9475,-3.8386,90.2009
6.5929,-132.9340,89.5294
