Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3240,125.2770,0.0000
6.6033,12.3112,0.0000
-135.6755,-3.8184,5.5763
-6.3326,-3.8271,0.0000
135.9475,-3.8386,0.0000
6.5929,-132.9340,0.0000
