Centre_X,Centre_Y,Diameter_Stdev
-6.3240,125.2770,0.8740
6.6033,12.3112,0.8680
-135.6755,-3.8184,0.8120
-6.3326,-3.8271,0.8400
135.9475,-3.8386,0.8560
6.5929,-132.9340,0.8520
