Centre_X,Centre_Y,Diameter_Avg
-2.2108,141.4775,84.9240
144.0300,5.0772,86.4060
-15.9617,5.1247,84.8200
-143.9550,-2.6315,86.1930
11.4612,-10.4679,84.5510
2.2821,-139.0325,83.4730
