Centre_X,Centre_Y,Diameter_Stdev
-2.2108,141.4775,0.9200
144.0300,5.0772,2.1900
-15.9617,5.1247,0.4570
-143.9550,-2.6315,0.5790
11.4612,-10.4679,0.4880
2.2821,-139.0325,6.7390
