Centre_X,Centre_Y,Diameter_Min
-2.2108,141.4775,83.0701
144.0300,5.0772,83.6516
-15.9617,5.1247,83.4615
-143.9550,-2.6315,84.9659
11.4612,-10.4679,83.2416
2.2821,-139.0325,47.1352
