Centre_X,Centre_Y,LargestVoidDiameterPercent
-2.2108,141.4775,0.0000
144.0300,5.0772,0.0000
-15.9617,5.1247,0.0000
-143.9550,-2.6315,0.0000
11.4612,-10.4679,0.0000
2.2821,-139.0325,0.0000
