Centre_X,Centre_Y,LargestVoidPercent
-6.3181,125.2455,0.0000
6.6068,12.2790,0.0000
-135.6710,-3.8491,0.0000
-6.3294,-3.8580,0.0000
135.9500,-3.8702,0.0000
6.5941,-132.9660,0.0000
