Centre_X,Centre_Y,Diameter_Min
-6.3181,125.2455,25.1891
6.6068,12.2790,25.4218
-135.6710,-3.8491,25.2963
-6.3294,-3.8580,24.9797
135.9500,-3.8702,25.1385
6.5941,-132.9660,25.3779
