Centre_X,Centre_Y,Diameter_Stdev
-6.3181,125.2455,0.1350
6.6068,12.2790,0.1350
-135.6710,-3.8491,0.1190
-6.3294,-3.8580,0.1590
135.9500,-3.8702,0.1430
6.5941,-132.9660,0.1460
