Centre_X,Centre_Y,Diameter_Avg
-2.2096,141.5310,82.7020
144.0260,5.1257,83.9690
-15.9650,5.1794,82.5470
-143.9590,-2.5734,83.8220
11.4570,-10.4138,82.2680
2.2741,-138.9800,82.6350
