Centre_X,Centre_Y,Diameter_Avg
-2.2164,141.4685,85.2600
144.0260,5.0707,86.3980
-15.9651,5.1151,85.0950
-143.9575,-2.6447,86.4080
11.4581,-10.4771,84.9340
2.2817,-139.0435,85.2550
