Centre_X,Centre_Y,DieId
-2.2163555,141.4685,165
144.026,5.070725,2444
-15.96505,5.115095,2479
-143.9575,-2.64466,2639
11.45805,-10.47714,2737
2.2816705,-139.0435,4918
