Centre_X,Centre_Y,Diameter_Stdev
-2.2164,141.4685,0.9700
144.0260,5.0707,2.0570
-15.9651,5.1151,0.5690
-143.9575,-2.6447,0.6670
11.4581,-10.4771,0.5860
2.2817,-139.0435,0.6330
