Centre_X,Centre_Y,Diameter_Min
-2.2164,141.4685,83.4518
144.0260,5.0707,83.1486
-15.9651,5.1151,83.3589
-143.9575,-2.6447,85.0186
11.4581,-10.4771,83.3443
2.2817,-139.0435,83.5883
