Centre_X,Centre_Y,Roundness_Min
-2.2164,141.4685,95.9231
144.0260,5.0707,93.8532
-15.9651,5.1151,95.5541
-143.9575,-2.6447,95.5262
11.4581,-10.4771,95.4596
2.2817,-139.0435,95.2432
