Centre_X,Centre_Y,Diameter_Max
-2.2164,141.4685,87.9901
144.0260,5.0707,99.4190
-15.9651,5.1151,86.7404
-143.9575,-2.6447,88.0826
11.4581,-10.4771,86.7451
2.2817,-139.0435,87.2088
