Centre_X,Centre_Y,LargestVoidDiameterPercent
-2.2094,141.5395,0.0000
144.0265,5.1327,0.0000
-15.9645,5.1863,0.0000
-143.9580,-2.5657,0.0000
11.4574,-10.4070,0.0000
2.2745,-138.9725,0.0000
