Centre_X,Centre_Y,Diameter_Min
-2.2094,141.5395,81.3259
144.0265,5.1327,81.7106
-15.9645,5.1863,81.5038
-143.9580,-2.5657,82.6789
11.4574,-10.4070,81.2476
2.2745,-138.9725,81.3455
