Centre_X,Centre_Y,Diameter_Stdev
-2.2171,141.5300,1.2900
144.0245,5.1305,5.6010
-15.9663,5.1777,1.1370
-143.9595,-2.5798,1.1990
11.4562,-10.4144,1.0770
2.2783,-138.9800,1.1420
