Centre_X,Centre_Y,VoidNumberTotal
-6.4049,125.2355,0.0000
-6.4159,12.2696,0.0000
-135.7520,12.2808,0.0000
6.5173,-3.8692,0.0000
135.8645,-3.8786,0.0000
6.5082,-132.9750,0.0000
